subject_id,provider,model,sequence_id,trial_order,email_id,bias,author,legitimacy,action,hit,saliency_strings,saliency_vector,raw_response
llm-gemini-25flash-seq2-001,gemini,gemini-2.5-flash,2,23,668,familiarity,human,phishing,Mark as Spam,0,"{""From: Jeremy Miller <jeremy6@indiana.edu>"": ""While the sender's email appears legitimate, the fraudulent link makes the email suspicious."", ""Here is the link to my online CV [-> http://www.myscamwebsite.com/mycv]"": ""The hyperlink's domain 'myscamwebsite.com' is clearly fraudulent and does not match the sender's university domain, indicating a phishing attempt.""}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","{
  ""action"": ""Mark as Spam"",
  ""relevant_strings_dict"": {
    ""From: Jeremy Miller <jeremy6@indiana.edu>"": ""While the sender's email appears legitimate, the fraudulent link makes the email suspicious."",
    ""Here is the link to my online CV [-> http://www.myscamwebsite.com/mycv]"": ""The hyperlink's domain 'myscamwebsite.com' is clearly fraudulent and does not match the sender's university domain, indicating a phishing attempt.""
  }
}"
llm-gemini-25flash-seq2-001,gemini,gemini-2.5-flash,2,24,812,anchoring,human,ham,Click Link,0,"{""From: Escape The Room Pittsburgh <pittsburgh@escapetheroom.com>"": ""Identifies the sender as a legitimate entertainment venue."", ""Subject: A unique date night idea for Valentine's Day"": ""Indicates a promotional offer for an activity."", ""Booking a room with Escape the Room is the perfect addition to Valentine's Day"": ""Highlights the core offering and its relevance to the occasion."", ""BOOK NOW [-> https://www.escapetheroom.com]"": ""Provides a clear call to action with a legitimate link to book a room.""}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","{
  ""action"": ""Click Link"",
  ""relevant_strings_dict"": {
    ""From: Escape The Room Pittsburgh <pittsburgh@escapetheroom.com>"": ""Identifies the sender as a legitimate entertainment venue."",
    ""Subject: A unique date night idea for Valentine's Day"": ""Indicates a promotional offer for an activity."",
    ""Booking a room with Escape the Room is the perfect addition to Valentine's Day"": ""Highlights the core offering and its relevance to the occasion."",
    ""BOOK NOW [-> https://www.escapetheroom.com]"": ""Provides a clear call to action with a legitimate link to book a room.""
  }
}"
llm-gemini-25flash-seq2-001,gemini,gemini-2.5-flash,2,25,992,urgency,human,ham,Mark as Spam,0,"{""From: Poloniex <noreply@poloniex.com>"": ""While the sender appears legitimate, the request to download a file for an authentication code is highly suspicious."", ""Please download the attached secure authentication file to complete your login."": ""Legitimate authentication processes do not typically involve downloading files for codes; this is a common malware distribution tactic."", ""Download Authentication File [-> https://www.poloniex.com/attachement.pdf]"": ""Even though the domain is correct, downloading a PDF for an authentication code is an unusual and risky security practice, suggesting a potential malicious file."", ""For security reasons, this code and file will expire in 5 minutes."": ""Creates a false sense of urgency, a common tactic in phishing and malware attempts.""}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","{
  ""action"": ""Mark as Spam"",
  ""relevant_strings_dict"": {
    ""From: Poloniex <noreply@poloniex.com>"": ""While the sender appears legitimate, the request to download a file for an authentication code is highly suspicious."",
    ""Please download the attached secure authentication file to complete your login."": ""Legitimate authentication processes do not typically involve downloading files for codes; this is a common malware distribution tactic."",
    ""Download Authentication File [-> https://www.poloniex.com/attachement.pdf]"": ""Even though the domain is correct, downloading a PDF for an authentication code is an unusual and risky security practice, suggesting a potential malicious file."",
    ""For security reasons, this code and file will expire in 5 minutes."": ""Creates a false sense of urgency, a common tactic in phishing and malware attempts.""
  }
}"
llm-gemini-25flash-seq2-001,gemini,gemini-2.5-flash,2,26,732,urgency,human,phishing,Mark as Spam,0,"{""From: Chase 401k Support <no-reply@chase.online.net>"": ""The sender's domain 'chase.online.net' is not an official Chase domain, indicating a potential spoof."", ""Subject: URGENT: 401k Account Suspension Notice - Action Required"": ""Uses 'URGENT' and threatens account suspension, common in phishing attempts."", ""Failure to do so could change your retirement."": ""Threatens severe negative consequences to pressure the recipient."", ""Update Your Information Now [-> https://chaseonline.chase.online.com/Logon.aspx]"": ""The hyperlink's domain 'chase.online.chase.online.com' is clearly fraudulent and not a legitimate Chase website.""}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","{
  ""action"": ""Mark as Spam"",
  ""relevant_strings_dict"": {
    ""From: Chase 401k Support <no-reply@chase.online.net>"": ""The sender's domain 'chase.online.net' is not an official Chase domain, indicating a potential spoof."",
    ""Subject: URGENT: 401k Account Suspension Notice - Action Required"": ""Uses 'URGENT' and threatens account suspension, common in phishing attempts."",
    ""Failure to do so could change your retirement."": ""Threatens severe negative consequences to pressure the recipient."",
    ""Update Your Information Now [-> https://chaseonline.chase.online.com/Logon.aspx]"": ""The hyperlink's domain 'chase.online.chase.online.com' is clearly fraudulent and not a legitimate Chase website.""
  }
}"
llm-gemini-25flash-seq2-001,gemini,gemini-2.5-flash,2,27,814,scarcity,llm,ham,Reply,0,"{""From: Sarah - Alumni Network <alumni@wildcats.edu>"": ""Identifies the sender as a legitimate university alumni network."", ""Subject: Wildcats Alumni Network Updates & Beta Program"": ""Indicates a relevant program update and invitation."", ""Congratulations! You have been randomly selected as one of only 10 users to participate in our exclusive beta testing for the new university portal."": ""Highlights the invitation to a special program."", ""To claim your spot before this strictly limited window closes at 5:00 PM today, simply reply directly to this email."": ""Explicitly instructs the recipient to reply to claim the offer, making 'Reply' the correct action.""}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","{
  ""action"": ""Reply"",
  ""relevant_strings_dict"": {
    ""From: Sarah - Alumni Network <alumni@wildcats.edu>"": ""Identifies the sender as a legitimate university alumni network."",
    ""Subject: Wildcats Alumni Network Updates & Beta Program"": ""Indicates a relevant program update and invitation."",
    ""Congratulations! You have been randomly selected as one of only 10 users to participate in our exclusive beta testing for the new university portal."": ""Highlights the invitation to a special program."",
    ""To claim your spot before this strictly limited window closes at 5:00 PM today, simply reply directly to this email."": ""Explicitly instructs the recipient to reply to claim the offer, making 'Reply' the correct action.""
  }
}"
llm-gemini-25flash-seq2-001,gemini,gemini-2.5-flash,2,28,1382,scarcity,llm,ham,Archive,0,"{""From: Jonathan Vance, CISO <jvance@lawandidentitytheft.com>"": ""Identifies the sender as a CISO, indicating a security-related communication."", ""Subject: Invitation: Advanced Identity Theft Prevention Masterclass"": ""States the purpose of the email as an invitation to a security training."", ""To claim your seat and your software voucher, please navigate to the \""Security Training\"" tab on your internal HR Intranet dashboard."": ""Directs the user to a secure, internal portal for action, rather than asking for a click on an email link."", ""Legitimate corporate communications will never ask you to reply with your password, Social Security Number, or direct personal credentials via email. Always verify the source and utilize our secure internal portals for any data entry."": ""This explicit security reminder confirms the email's legitimate intent as a security awareness message, advising against common phishing traps.""}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","{
  ""action"": ""Archive"",
  ""relevant_strings_dict"": {
    ""From: Jonathan Vance, CISO <jvance@lawandidentitytheft.com>"": ""Identifies the sender as a CISO, indicating a security-related communication."",
    ""Subject: Invitation: Advanced Identity Theft Prevention Masterclass"": ""States the purpose of the email as an invitation to a security training."",
    ""To claim your seat and your software voucher, please navigate to the \""Security Training\"" tab on your internal HR Intranet dashboard."": ""Directs the user to a secure, internal portal for action, rather than asking for a click on an email link."",
    ""Legitimate corporate communications will never ask you to reply with your password, Social Security Number, or direct personal credentials via email. Always verify the source and utilize our secure internal portals for any data entry."": ""This explicit security reminder confirms the email's legitimate intent as a security awareness message, advising against common phishing traps.""
  }
}"
llm-gemini-25flash-seq2-001,gemini,gemini-2.5-flash,2,29,742,authority,llm,phishing,Mark as Spam,0,"{""OFFICIAL NOTICE: Mandatory Action Required"": ""Uses urgent language to pressure the recipient, a common phishing tactic."", ""Download Course Materials [-> http://falcon.edu.education.com]"": ""The hyperlink's domain 'education.com' is not the official university domain 'falcon.edu', indicating a fraudulent link despite the subdomain prefix."", ""Failure to download the attached instructions and complete this course by 5:00 PM tomorrow will result in an immediate administrative hold on your account, suspending your campus Wi-Fi privileges and course registration."": ""Threatens immediate and severe negative consequences with a tight deadline, a strong indicator of a phishing attempt.""}","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","{
  ""action"": ""Mark as Spam"",
  ""relevant_strings_dict"": {
    ""OFFICIAL NOTICE: Mandatory Action Required"": ""Uses urgent language to pressure the recipient, a common phishing tactic."",
    ""Download Course Materials [-> http://falcon.edu.education.com]"": ""The hyperlink's domain 'education.com' is not the official university domain 'falcon.edu', indicating a fraudulent link despite the subdomain prefix."",
    ""Failure to download the attached instructions and complete this course by 5:00 PM tomorrow will result in an immediate administrative hold on your account, suspending your campus Wi-Fi privileges and course registration."": ""Threatens immediate and severe negative consequences with a tight deadline, a strong indicator of a phishing attempt.""
  }
}"
llm-gemini-25flash-seq2-001,gemini,gemini-2.5-flash,2,30,910,authority,llm,ham,Click Link,0,"{""From: Dr. Marcus Sterling, CTO <Marcus.Sterling@triactive.com>"": ""Identifies the sender as a legitimate Chief Technology Officer from the company."", ""Subject: Executive Technology Update: Infrastructure Enhancements"": ""Indicates an official and important update regarding company services."", ""To review the detailed technical specifications of these authorized upgrades, please access our official services directory below: Review Authorized Services [-> https://www.triactive.com/our-services]"": ""Provides a clear call to action to review information, and the link is legitimate and matches the sender's domain."", ""TriActive will never ask for your passwords or sensitive personal information via email. Please continue to follow standard IT security protocols."": ""This explicit security reminder confirms the email's legitimacy and intent to inform, not phish.""}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","{
  ""action"": ""Click Link"",
  ""relevant_strings_dict"": {
    ""From: Dr. Marcus Sterling, CTO <Marcus.Sterling@triactive.com>"": ""Identifies the sender as a legitimate Chief Technology Officer from the company."",
    ""Subject: Executive Technology Update: Infrastructure Enhancements"": ""Indicates an official and important update regarding company services."",
    ""To review the detailed technical specifications of these authorized upgrades, please access our official services directory below: Review Authorized Services [-> https://www.triactive.com/our-services]"": ""Provides a clear call to action to review information, and the link is legitimate and matches the sender's domain."",
    ""TriActive will never ask for your passwords or sensitive personal information via email. Please continue to follow standard IT security protocols."": ""This explicit security reminder confirms the email's legitimacy and intent to inform, not phish.""
  }
}"
llm-gemini-25flash-seq2-001,gemini,gemini-2.5-flash,2,31,994,conformity,llm,ham,Download Attachments,0,"{""From: Poloniex Community <newsletter@poloniex.com>"": ""Identifies the sender as a legitimate company sending a newsletter."", ""Subject: Welcome to the Poloniex Community Newsletter"": ""Indicates the email is a newsletter and contains information to be read."", ""To read this week's community highlights and see the trends your peers are following, please download the attached newsletter PDF [-> https://www.poloniex.com/newsletter.pdf]"": ""Explicitly instructs the recipient to download a PDF file, and the link is legitimate.""}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","{
  ""action"": ""Download Attachments"",
  ""relevant_strings_dict"": {
    ""From: Poloniex Community <newsletter@poloniex.com>"": ""Identifies the sender as a legitimate company sending a newsletter."",
    ""Subject: Welcome to the Poloniex Community Newsletter"": ""Indicates the email is a newsletter and contains information to be read."",
    ""To read this week's community highlights and see the trends your peers are following, please download the attached newsletter PDF [-> https://www.poloniex.com/newsletter.pdf]"": ""Explicitly instructs the recipient to download a PDF file, and the link is legitimate.""
  }
}"
llm-gemini-25flash-seq2-001,gemini,gemini-2.5-flash,2,32,890,anchoring,llm,ham,Download Attachments,0,"{""From: Adorama Rewards <rewards@e.adorama.com>"": ""Identifies the sender as a legitimate retail rewards program."", ""Subject: Welcome to the Adorama Community!"": ""Indicates a welcome message and introduction to a community/rewards program."", ""Hello Jamie Nguyen,"": ""Personalized greeting, suggesting the email is specifically for the recipient."", ""To help you get started, please download the attached Welcome Kit & Rewards Guide"": ""Explicit instruction to download a file to get more information.""}","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","{
  ""action"": ""Download Attachments"",
  ""relevant_strings_dict"": {
    ""From: Adorama Rewards <rewards@e.adorama.com>"": ""Identifies the sender as a legitimate retail rewards program."",
    ""Subject: Welcome to the Adorama Community!"": ""Indicates a welcome message and introduction to a community/rewards program."",
    ""Hello Jamie Nguyen,"": ""Personalized greeting, suggesting the email is specifically for the recipient."",
    ""To help you get started, please download the attached Welcome Kit & Rewards Guide"": ""Explicit instruction to download a file to get more information.""
  }
}"
llm-gemini-25flash-seq2-001,gemini,gemini-2.5-flash,2,33,354,conformity,llm,phishing,Mark as Spam,0,"{""From: Crowdsourced Team <team.update@crowdsourced.co>"": ""The sender's domain 'crowdsourced.co' does not match the domain in the links, which is a red flag."", ""Action Required: Portal Activation"": ""Creates a sense of urgency, common in phishing attempts."", ""Over 85% of your colleagues have already activated their new Crowdsourced web portal accounts. Due to recent network activity, all account holders must comply with these new security steps and transition to the updated system today."": ""Uses social pressure and urgency to compel immediate action, typical of phishing."", ""Please click here [-> http://www.cr0wdsourced.com/]"": ""The hyperlink's domain 'cr0wdsourced.com' uses a '0' instead of an 'o', indicating a deceptive and fraudulent link (typo-squatting).""}","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","{
  ""action"": ""Mark as Spam"",
  ""relevant_strings_dict"": {
    ""From: Crowdsourced Team <team.update@crowdsourced.co>"": ""The sender's domain 'crowdsourced.co' does not match the domain in the links, which is a red flag."",
    ""Action Required: Portal Activation"": ""Creates a sense of urgency, common in phishing attempts."",
    ""Over 85% of your colleagues have already activated their new Crowdsourced web portal accounts. Due to recent network activity, all account holders must comply with these new security steps and transition to the updated system today."": ""Uses social pressure and urgency to compel immediate action, typical of phishing."",
    ""Please click here [-> http://www.cr0wdsourced.com/]"": ""The hyperlink's domain 'cr0wdsourced.com' uses a '0' instead of an 'o', indicating a deceptive and fraudulent link (typo-squatting).""
  }
}"
